TenantId,ActionType,AdditionalFields,AppGuardContainerId,DeviceId,DeviceName,FileName,FileOriginIP,FileOriginReferrerUrl,FileOriginUrl,FileSize,FolderPath,InitiatingProcessAccountDomain,InitiatingProcessAccountName,InitiatingProcessAccountObjectId,InitiatingProcessAccountSid,InitiatingProcessAccountUpn,InitiatingProcessCommandLine,InitiatingProcessFileName,InitiatingProcessFolderPath,InitiatingProcessId,InitiatingProcessIntegrityLevel,InitiatingProcessMD5,InitiatingProcessParentFileName,InitiatingProcessParentId,InitiatingProcessSHA1,InitiatingProcessSHA256,InitiatingProcessTokenElevation,IsAzureInfoProtectionApplied,MD5,MachineGroup,PreviousFileName,PreviousFolderPath,ReportId,RequestAccountDomain,RequestAccountName,RequestAccountSid,RequestProtocol,RequestSourceIP,RequestSourcePort,SHA1,SHA256,SensitivityLabel,SensitivitySubLabel,ShareName,"Timestamp [UTC]","TimeGenerated [UTC]","InitiatingProcessParentCreationTime [UTC]","InitiatingProcessCreationTime [UTC]",InitiatingProcessFileSize,InitiatingProcessVersionInfoCompanyName,InitiatingProcessVersionInfoFileDescription,InitiatingProcessVersionInfoInternalFileName,InitiatingProcessVersionInfoOriginalFileName,InitiatingProcessVersionInfoProductName,InitiatingProcessVersionInfoProductVersion,InitiatingProcessSessionId,IsInitiatingProcessRemoteSession,InitiatingProcessRemoteSessionDeviceName,InitiatingProcessRemoteSessionIP,SourceSystem,Type
"0d5eeaad-cb89-457a-ae38-d182066dd724",FileCreated,"{""FileType"":""Unknown""}",,398d174cdb1706f4b4e088ea1e87608ae75003f0,"cns-238450","cc1afa4d53e9ec4db5daa943ebb50a75 - Autodiscover.xml",,,,3954,"C:\Users\mike.myers\AppData\Local\Microsoft\Outlook\cc1afa4d53e9ec4db5daa943ebb50a75 - Autodiscover.xml",mpclondon,"mike.myers","e190b008-0939-4151-a1ed-624f74c3d6af","S-1-12-1-3784355848-1095829817-1331883425-2950087540","mike.myers@conosco.com","""OUTLOOK.EXE"" ","outlook.exe","c:\program files\microsoft office\root\office16\outlook.exe",29172,Medium,7f59d020035411a4bcf731a8320581a4,"explorer.exe",11428,394a1e782fb87d73b3304f8498a8c28700fbbbc5,edacf55936e29edd2248d1f6bd4e9e814eabb1d642b7e44f868ab75b20269cf0,TokenElevationTypeDefault,false,43cf59d47f002af5857a58905147d427,,,,223655,MPCLONDON,"mike.myers","S-1-12-1-3784355848-1095829817-1331883425-2950087540",Local,,,6bfbd82c17c8e10074ee65fecd98d982a1086122,4e62d38c906f079c79dd4489f7fadb869d515bcba021b543772e1bc6c5f28259,,,,"09/12/2024, 13:40:26.289","09/12/2024, 13:40:26.289","02/12/2024, 08:57:54.879","02/12/2024, 11:56:49.755",44112520,"Microsoft Corporation","Microsoft Outlook",Outlook,"Outlook.exe","Microsoft Outlook","16.0.18129.20158",1,false,,,,DeviceFileEvents
"0d5eeaad-cb89-457a-ae38-d182066dd724",FileCreated,"{""FileType"":""Unknown""}",,398d174cdb1706f4b4e088ea1e87608ae75003f0,"cns-238450","AutoD.mike.myers@conosco.com.xml",,,,3712,"C:\Users\mike.myers\AppData\Local\Microsoft\Outlook\16\AutoD.mike.myers@conosco.com.xml",mpclondon,"mike.myers","e190b008-0939-4151-a1ed-624f74c3d6af","S-1-12-1-3784355848-1095829817-1331883425-2950087540","mike.myers@conosco.com","""OUTLOOK.EXE"" ","outlook.exe","c:\program files\microsoft office\root\office16\outlook.exe",29172,Medium,7f59d020035411a4bcf731a8320581a4,"explorer.exe",11428,394a1e782fb87d73b3304f8498a8c28700fbbbc5,edacf55936e29edd2248d1f6bd4e9e814eabb1d642b7e44f868ab75b20269cf0,TokenElevationTypeDefault,false,11551db27a9fce89aa01ce9223896f51,,,,223653,MPCLONDON,"mike.myers","S-1-12-1-3784355848-1095829817-1331883425-2950087540",Local,,,988b1f8f0bbb75cad99bd066409b09410115a695,09b13f37ae0e2a88813d4794b022f08dcfa92a4a428ac586dfd823502528eea1,,,,"09/12/2024, 13:40:23.150","09/12/2024, 13:40:23.150","02/12/2024, 08:57:54.879","02/12/2024, 11:56:49.755",44112520,"Microsoft Corporation","Microsoft Outlook",Outlook,"Outlook.exe","Microsoft Outlook","16.0.18129.20158",1,false,,,,DeviceFileEvents
"0d5eeaad-cb89-457a-ae38-d182066dd724",FileCreated,"{""FileType"":""Error""}",,398d174cdb1706f4b4e088ea1e87608ae75003f0,"cns-238450","0.png",,,,,"C:\Users\mike.myers\AppData\Local\Bromium\vSentry\BrIngress\YRQA2A79\~BROMIUM\0.png",mpclondon,"mike.myers","e190b008-0939-4151-a1ed-624f74c3d6af","S-1-12-1-3784355848-1095829817-1331883425-2950087540","mike.myers@conosco.com","""OUTLOOK.EXE"" ","outlook.exe","c:\program files\microsoft office\root\office16\outlook.exe",29172,Medium,7f59d020035411a4bcf731a8320581a4,"explorer.exe",11428,394a1e782fb87d73b3304f8498a8c28700fbbbc5,edacf55936e29edd2248d1f6bd4e9e814eabb1d642b7e44f868ab75b20269cf0,TokenElevationTypeDefault,false,,,,,218175,MPCLONDON,"mike.myers","S-1-12-1-3784355848-1095829817-1331883425-2950087540",Local,,,,,,,,"09/12/2024, 10:24:15.355","09/12/2024, 10:24:15.355","02/12/2024, 08:57:54.879","02/12/2024, 11:56:49.755",44112520,"Microsoft Corporation","Microsoft Outlook",Outlook,"Outlook.exe","Microsoft Outlook","16.0.18129.20158",1,false,,,,DeviceFileEvents
"0d5eeaad-cb89-457a-ae38-d182066dd724",FileCreated,"{""FileType"":""Unknown""}",,398d174cdb1706f4b4e088ea1e87608ae75003f0,"cns-238450","0.png",,,,210960,"C:\Users\mike.myers\AppData\Local\Bromium\vSentry\BrIngress\YRQA2A79\0.png",mpclondon,"mike.myers","e190b008-0939-4151-a1ed-624f74c3d6af","S-1-12-1-3784355848-1095829817-1331883425-2950087540","mike.myers@conosco.com","""OUTLOOK.EXE"" ","outlook.exe","c:\program files\microsoft office\root\office16\outlook.exe",29172,Medium,7f59d020035411a4bcf731a8320581a4,"explorer.exe",11428,394a1e782fb87d73b3304f8498a8c28700fbbbc5,edacf55936e29edd2248d1f6bd4e9e814eabb1d642b7e44f868ab75b20269cf0,TokenElevationTypeDefault,false,adba8cbb73629ef2bff68805c98808d7,,,,218176,MPCLONDON,"mike.myers","S-1-12-1-3784355848-1095829817-1331883425-2950087540",Local,,,193f65e5c0d92457781e4663ea59051045fc8ffe,db1a260529351d62d94ebd028dfa21ba066a0149da5dc91d70f07e0f79a5c2ad,,,,"09/12/2024, 10:24:15.357","09/12/2024, 10:24:15.357","02/12/2024, 08:57:54.879","02/12/2024, 11:56:49.755",44112520,"Microsoft Corporation","Microsoft Outlook",Outlook,"Outlook.exe","Microsoft Outlook","16.0.18129.20158",1,false,,,,DeviceFileEvents
"0d5eeaad-cb89-457a-ae38-d182066dd724",FileCreated,"{""FileType"":""Image""}",,398d174cdb1706f4b4e088ea1e87608ae75003f0,"cns-238450","BB1ifjvp[1].png",,,,209,"C:\Users\mike.myers\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\AC\INetCache\BZ9F3643\BB1ifjvp[1].png",mpclondon,"mike.myers","e190b008-0939-4151-a1ed-624f74c3d6af","S-1-12-1-3784355848-1095829817-1331883425-2950087540","mike.myers@conosco.com","""LockApp.exe"" -ServerName:WindowsDefaultLockScreen.AppX7y4nbzq37zn4ks9k7amqjywdat7d3j2z.mca","lockapp.exe","c:\windows\systemapps\microsoft.lockapp_cw5n1h2txyewy\lockapp.exe",20708,Low,a72b775a3105d25d751b10ff32cc1a60,"svchost.exe",1400,a8d4e09dd7cfca03a76a3f9e177f2a8a8d3e66b8,8f0c0c713254ba3a45c54be428e02e615b920359d54aa63387187c3b80d002c2,TokenElevationTypeDefault,false,2914768beb2f5dc09b9dabfc1e610fa1,,,,218481,MPCLONDON,"mike.myers","S-1-12-1-3784355848-1095829817-1331883425-2950087540",Local,,,5338c3693b1038c2b0905ac6f604d6aa845fc5e3,89f0033b6cacaf2ba7ae3265ad2b361e7860652be80d7b592ffe4c91c106e536,,,,"09/12/2024, 10:37:17.414","09/12/2024, 10:37:17.414","30/11/2024, 22:43:15.785","09/12/2024, 10:37:13.735",11371528,"Microsoft Corporation","LockApp.exe","LockApp.exe","LockApp.exe","Microsoft® Windows® Operating System","10.0.22621.4317",1,false,,,,DeviceFileEvents
"0d5eeaad-cb89-457a-ae38-d182066dd724",FileCreated,"{""FileType"":""Error""}",,398d174cdb1706f4b4e088ea1e87608ae75003f0,"cns-238450","thumbnail[1].png",,,,,"C:\Users\mike.myers\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\AC\INetCache\VONR6D7J\thumbnail[1].png",mpclondon,"mike.myers","e190b008-0939-4151-a1ed-624f74c3d6af","S-1-12-1-3784355848-1095829817-1331883425-2950087540","mike.myers@conosco.com","""StartMenuExperienceHost.exe"" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca","startmenuexperiencehost.exe","c:\windows\systemapps\microsoft.windows.startmenuexperiencehost_cw5n1h2txyewy\startmenuexperiencehost.exe",28296,Low,205322e25ce7a7ad10f48d989773f0d0,"svchost.exe",1400,00238fbaedbe0d99de750287bff3d6d753ebb09d,9de545a3813ff1bf5e2a02c502d2ad656398eb67365ece0462c2c671b702b3d5,TokenElevationTypeDefault,false,,,,,218610,MPCLONDON,"mike.myers","S-1-12-1-3784355848-1095829817-1331883425-2950087540",Local,,,,,,,,"09/12/2024, 10:37:37.427","09/12/2024, 10:37:37.427","30/11/2024, 22:43:15.785","05/12/2024, 10:28:17.112",654856,"Microsoft Corporation","Windows Start Experience Host",startmenuexperiencehost,"startmenuexperiencehost.exe","Microsoft® Windows® Operating System","10.0.22621.4249",1,false,,,,DeviceFileEvents
"0d5eeaad-cb89-457a-ae38-d182066dd724",FileCreated,"{""FileType"":""Image""}",,398d174cdb1706f4b4e088ea1e87608ae75003f0,"cns-238450","thumbnail[1].png",,,,100388,"C:\Users\mike.myers\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\AC\INetCache\E5111B0A\thumbnail[1].png",mpclondon,"mike.myers","e190b008-0939-4151-a1ed-624f74c3d6af","S-1-12-1-3784355848-1095829817-1331883425-2950087540","mike.myers@conosco.com","""StartMenuExperienceHost.exe"" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca","startmenuexperiencehost.exe","c:\windows\systemapps\microsoft.windows.startmenuexperiencehost_cw5n1h2txyewy\startmenuexperiencehost.exe",28296,Low,205322e25ce7a7ad10f48d989773f0d0,"svchost.exe",1400,00238fbaedbe0d99de750287bff3d6d753ebb09d,9de545a3813ff1bf5e2a02c502d2ad656398eb67365ece0462c2c671b702b3d5,TokenElevationTypeDefault,false,1ee16a664abf5df7608906e492dd1c73,,,,218611,MPCLONDON,"mike.myers","S-1-12-1-3784355848-1095829817-1331883425-2950087540",Local,,,948c730f30eac7861a300f2d484b30f8e0ba4daa,bb7cee2c7c7b9e8cbc24ffff90e9f8fd9d57c471ea14b4477ddef376fe06f320,,,,"09/12/2024, 10:37:37.821","09/12/2024, 10:37:37.821","30/11/2024, 22:43:15.785","05/12/2024, 10:28:17.112",654856,"Microsoft Corporation","Windows Start Experience Host",startmenuexperiencehost,"startmenuexperiencehost.exe","Microsoft® Windows® Operating System","10.0.22621.4249",1,false,,,,DeviceFileEvents
"0d5eeaad-cb89-457a-ae38-d182066dd724",FileCreated,"{""FileType"":""Image""}",,398d174cdb1706f4b4e088ea1e87608ae75003f0,"cns-238450","thumbnail[1].png",,,,202625,"C:\Users\mike.myers\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\AC\INetCache\MGH3LOBV\thumbnail[1].png",mpclondon,"mike.myers","e190b008-0939-4151-a1ed-624f74c3d6af","S-1-12-1-3784355848-1095829817-1331883425-2950087540","mike.myers@conosco.com","""StartMenuExperienceHost.exe"" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca","startmenuexperiencehost.exe","c:\windows\systemapps\microsoft.windows.startmenuexperiencehost_cw5n1h2txyewy\startmenuexperiencehost.exe",28296,Low,205322e25ce7a7ad10f48d989773f0d0,"svchost.exe",1400,00238fbaedbe0d99de750287bff3d6d753ebb09d,9de545a3813ff1bf5e2a02c502d2ad656398eb67365ece0462c2c671b702b3d5,TokenElevationTypeDefault,false,69f9f2722c622dad92515979362d7d86,,,,218612,MPCLONDON,"mike.myers","S-1-12-1-3784355848-1095829817-1331883425-2950087540",Local,,,633b2c53096161fef8b9e9d090849c7ee870d053,c171b1b3ee762aa61618b5d9a39c8c7fd28c3d041108f1e8d2f9f44db72546c5,,,,"09/12/2024, 10:37:39.635","09/12/2024, 10:37:39.635","30/11/2024, 22:43:15.785","05/12/2024, 10:28:17.112",654856,"Microsoft Corporation","Windows Start Experience Host",startmenuexperiencehost,"startmenuexperiencehost.exe","Microsoft® Windows® Operating System","10.0.22621.4249",1,false,,,,DeviceFileEvents
"0d5eeaad-cb89-457a-ae38-d182066dd724",FileCreated,"{""FileType"":""Unknown""}",,398d174cdb1706f4b4e088ea1e87608ae75003f0,"cns-238450","AutoD.mike.myers@conosco.com.xml",,,,3712,"C:\Users\mike.myers\AppData\Local\Microsoft\Outlook\16\AutoD.mike.myers@conosco.com.xml",mpclondon,"mike.myers","e190b008-0939-4151-a1ed-624f74c3d6af","S-1-12-1-3784355848-1095829817-1331883425-2950087540","mike.myers@conosco.com","""OUTLOOK.EXE"" ","outlook.exe","c:\program files\microsoft office\root\office16\outlook.exe",29172,Medium,7f59d020035411a4bcf731a8320581a4,"explorer.exe",11428,394a1e782fb87d73b3304f8498a8c28700fbbbc5,edacf55936e29edd2248d1f6bd4e9e814eabb1d642b7e44f868ab75b20269cf0,TokenElevationTypeDefault,false,11551db27a9fce89aa01ce9223896f51,,,,218620,MPCLONDON,"mike.myers","S-1-12-1-3784355848-1095829817-1331883425-2950087540",Local,,,988b1f8f0bbb75cad99bd066409b09410115a695,09b13f37ae0e2a88813d4794b022f08dcfa92a4a428ac586dfd823502528eea1,,,,"09/12/2024, 10:37:56.872","09/12/2024, 10:37:56.872","02/12/2024, 08:57:54.879","02/12/2024, 11:56:49.755",44112520,"Microsoft Corporation","Microsoft Outlook",Outlook,"Outlook.exe","Microsoft Outlook","16.0.18129.20158",1,false,,,,DeviceFileEvents
"0d5eeaad-cb89-457a-ae38-d182066dd724",FileCreated,"{""FileType"":""Image""}",,398d174cdb1706f4b4e088ea1e87608ae75003f0,"cns-238450","th[3].png",,,,974,"C:\Users\mike.myers\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\AC\INetCache\3LRBALCA\th[3].png",mpclondon,"mike.myers","e190b008-0939-4151-a1ed-624f74c3d6af","S-1-12-1-3784355848-1095829817-1331883425-2950087540","mike.myers@conosco.com","""LockApp.exe"" -ServerName:WindowsDefaultLockScreen.AppX7y4nbzq37zn4ks9k7amqjywdat7d3j2z.mca","lockapp.exe","c:\windows\systemapps\microsoft.lockapp_cw5n1h2txyewy\lockapp.exe",20708,Low,a72b775a3105d25d751b10ff32cc1a60,"svchost.exe",1400,a8d4e09dd7cfca03a76a3f9e177f2a8a8d3e66b8,8f0c0c713254ba3a45c54be428e02e615b920359d54aa63387187c3b80d002c2,TokenElevationTypeDefault,false,f17d4abcd89dc9bcbcbcc23c4ed270ec,,,,218474,MPCLONDON,"mike.myers","S-1-12-1-3784355848-1095829817-1331883425-2950087540",Local,,,b36aabc0fcf35645ba0b809fc388f8d8e9d1e411,a21bf1cffc26021f82ccdd1d0290bb6a667e21b0afe9d34061e37e1282bebbbb,,,,"09/12/2024, 10:37:16.469","09/12/2024, 10:37:16.469","30/11/2024, 22:43:15.785","09/12/2024, 10:37:13.735",11371528,"Microsoft Corporation","LockApp.exe","LockApp.exe","LockApp.exe","Microsoft® Windows® Operating System","10.0.22621.4317",1,false,,,,DeviceFileEvents
