TenantId,Application,UserDomain,Activity,UserAgent,RecordType,"TimeGenerated [UTC]",Operation,OrganizationId,"OrganizationId_",UserType,UserKey,OfficeWorkload,ResultStatus,ResultReasonType,OfficeObjectId,UserId,"UserId_",ClientIP,"ClientIP_",Scope,"Site_",ItemType,EventSource,"Source_Name",MachineDomainInfo,MachineId,"Site_Url","Site_Url_",SourceRelativeUrl,"SourceRelativeUrl_",SourceFileName,"SourceFileName_",SourceFileExtension,DestinationRelativeUrl,DestinationFileName,DestinationFileExtension,UserSharedWith,SharingType,CustomEvent,"Event_Data",ModifiedObjectResolvedName,Parameters,ExternalAccess,OriginatingServer,OrganizationName,"Logon_Type",InternalLogonType,MailboxGuid,MailboxOwnerUPN,MailboxOwnerSid,MailboxOwnerMasterAccountSid,LogonUserSid,LogonUserDisplayName,ClientInfoString,"Client_IPAddress",ClientMachineName,ClientProcessName,ClientVersion,Folder,CrossMailboxOperations,DestMailboxId,DestMailboxOwnerUPN,DestMailboxOwnerSid,DestMailboxOwnerMasterAccountSid,DestFolder,Folders,AffectedItems,Item,ModifiedProperties,SendAsUserSmtp,SendAsUserMailboxGuid,SendOnBehalfOfUserSmtp,SendonBehalfOfUserMailboxGuid,ExtendedProperties,Client,LoginStatus,Actor,ActorContextId,ActorIpAddress,InterSystemsId,IntraSystemId,SupportTicketId,TargetContextId,DataCenterSecurityEventType,EffectiveOrganization,"ElevationTime [UTC]",ElevationApprover,"ElevationApprovedTime [UTC]",ElevationRequestId,ElevationRole,ElevationDuration,GenericInfo,SourceSystem,OfficeId,SourceRecordId,"AzureActiveDirectory_EventType",AADTarget,"Start_Time [UTC]",OfficeTenantId,"OfficeTenantId_",TargetUserOrGroupName,TargetUserOrGroupType,MessageId,Members,TeamName,TeamGuid,ChannelType,ChannelName,ChannelGuid,ExtraProperties,AddOnType,AddonName,TabType,Name,OldValue,NewValue,ItemName,ChatThreadId,ChatName,CommunicationType,AADGroupId,AddOnGuid,AppDistributionMode,TargetUserId,OperationScope,AzureADAppId,OperationProperties,AppId,ClientAppId,ApplicationId,SRPolicyId,SRPolicyName,SRRuleMatchDetails,IsManagedDevice,AppPoolName,UniqueTokenId,"IssuedAtTime [UTC]","ActorContextId_",Type,"_ResourceId"
"0d5eeaad-cb89-457a-ae38-d182066dd724",,,,"Microsoft SkyDriveSync 24.221.1103.0003 ship; Windows NT 10.0 (22631)",SharePointFileOperation,"10/12/2024, 17:45:04.000",FileModified,"4ccdd9df-c201-4d7b-b4b5-419eb462fdd5","4ccdd9df-c201-4d7b-b4b5-419eb462fdd5",Regular,"i:0h.f|membership|10032002c9973a5a@live.com",OneDrive,,,"https://conoscouk-my.sharepoint.com/personal/mfundiso_mxalisa_conosco_com/Documents/Desktop/My Docs/Work RDS.backup","mfundiso.mxalisa@conosco.com","mfundiso.mxalisa@conosco.com","197.82.210.174","197.82.210.174",,"ca9ac6a8-99a5-449e-b442-b97269fa5146",File,SharePoint,,,,"https://conoscouk-my.sharepoint.com/personal/mfundiso_mxalisa_conosco_com/","https://conoscouk-my.sharepoint.com/personal/mfundiso_mxalisa_conosco_com/","Documents/Desktop/My Docs","Documents/Desktop/My Docs","Work RDS.backup","Work RDS.backup",backup,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,"10/12/2024, 17:53:46.355",,,,,,,OfficeActivityManager,"bb5e492e-4ff1-44b1-2a04-08dd194260ef","bb5e492e-4ff1-44b1-2a04-08dd194260ef",,,"10/12/2024, 17:53:46.355","$RestApiTenantId$","$RestApiTenantId$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,OfficeActivity,
"0d5eeaad-cb89-457a-ae38-d182066dd724",,,,"Microsoft SkyDriveSync 24.221.1103.0003 ship; Windows NT 10.0 (22631)",SharePointFileOperation,"10/12/2024, 17:45:02.000",FileModified,"4ccdd9df-c201-4d7b-b4b5-419eb462fdd5","4ccdd9df-c201-4d7b-b4b5-419eb462fdd5",Regular,"i:0h.f|membership|10032002c9973a5a@live.com",OneDrive,,,"https://conoscouk-my.sharepoint.com/personal/mfundiso_mxalisa_conosco_com/Documents/Desktop/My Docs/Work RDS.rtsz","mfundiso.mxalisa@conosco.com","mfundiso.mxalisa@conosco.com","197.82.210.174","197.82.210.174",,"ca9ac6a8-99a5-449e-b442-b97269fa5146",File,SharePoint,,,,"https://conoscouk-my.sharepoint.com/personal/mfundiso_mxalisa_conosco_com/","https://conoscouk-my.sharepoint.com/personal/mfundiso_mxalisa_conosco_com/","Documents/Desktop/My Docs","Documents/Desktop/My Docs","Work RDS.rtsz","Work RDS.rtsz",rtsz,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,"10/12/2024, 17:53:46.355",,,,,,,OfficeActivityManager,"8308171b-c90e-409c-33f5-08dd19426035","8308171b-c90e-409c-33f5-08dd19426035",,,"10/12/2024, 17:53:46.355","$RestApiTenantId$","$RestApiTenantId$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,OfficeActivity,
"0d5eeaad-cb89-457a-ae38-d182066dd724",,,,"axios/1.7.2 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Safari/537.36",SharePointFileOperation,"11/12/2024, 15:40:53.000",FileDownloaded,"4ccdd9df-c201-4d7b-b4b5-419eb462fdd5","4ccdd9df-c201-4d7b-b4b5-419eb462fdd5",Regular,"i:0i.t|00000003-0000-0ff1-ce00-000000000000|lushalin.pillay@conosco.com",OneDrive,,,"https://conoscouk-my.sharepoint.com/personal/lushalin_pillay_conosco_com/Documents/Clients Client Contracts.docx","lushalin.pillay@conosco.com","lushalin.pillay@conosco.com","42.63.37.236","42.63.37.236",,"38282632-ac7d-4ebc-a5d4-6a4a4d348376",File,SharePoint,,,,"https://conoscouk-my.sharepoint.com/personal/lushalin_pillay_conosco_com/","https://conoscouk-my.sharepoint.com/personal/lushalin_pillay_conosco_com/","Documents/Clients","Documents/Clients","Client Contracts.docx","Client Contracts.docx",docx,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,"11/12/2024, 15:40:14.372",,,,,,,OfficeActivityManager,"6e18ce74-3619-43ca-f5fe-08dd194b4b40","6e18ce74-3619-43ca-f5fe-08dd194b4b40",,,"11/12/2024, 15:40:14.372","$RestApiTenantId$","$RestApiTenantId$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72b4f741-1ed0-459c-a00a-28ec1deeaf2f",,,,false,,,,,OfficeActivity,
"0d5eeaad-cb89-457a-ae38-d182066dd724",,,,"ODMTADocCache/1.563",SharePointFileOperation,"10/12/2024, 17:45:06.000",FileAccessed,"4ccdd9df-c201-4d7b-b4b5-419eb462fdd5","4ccdd9df-c201-4d7b-b4b5-419eb462fdd5",Regular,"i:0h.f|membership|100320033eafe683@live.com",OneDrive,,,"https://conoscouk-my.sharepoint.com/personal/denise_marais_conosco_com/Documents/Documents/Meeting tracker.xlsx","denise.marais@conosco.com","denise.marais@conosco.com","152.110.7.160","152.110.7.160",,"c783406b-7be6-4877-a3b4-e791e8731801",File,SharePoint,,,,"https://conoscouk-my.sharepoint.com/personal/denise_marais_conosco_com/","https://conoscouk-my.sharepoint.com/personal/denise_marais_conosco_com/","Documents/Documents","Documents/Documents","Meeting tracker.xlsx","Meeting tracker.xlsx",xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,"10/12/2024, 17:53:46.355",,,,,,,OfficeActivityManager,"f8ff893d-6c6b-4f28-8ea5-08dd19426222","f8ff893d-6c6b-4f28-8ea5-08dd19426222",,,"10/12/2024, 17:53:46.355","$RestApiTenantId$","$RestApiTenantId$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145fc680-eb72-4bcf-b4d5-8277021a1ce8",,,,true,,,,,OfficeActivity,
"0d5eeaad-cb89-457a-ae38-d182066dd724",,,,MSOCS,SharePointFileOperation,"10/12/2024, 17:43:44.000",FileModified,"4ccdd9df-c201-4d7b-b4b5-419eb462fdd5","4ccdd9df-c201-4d7b-b4b5-419eb462fdd5",Regular,"i:0h.f|membership|100320027f67a901@live.com",OneDrive,,,"https://conoscouk-my.sharepoint.com/personal/sian_holtzhuizen_conosco_com/Documents/Billing per SDA 2.0.xlsx","tracy.lubbe@conosco.com","tracy.lubbe@conosco.com","20.0.97.149","20.0.97.149",,"547b4751-c6f5-493e-b603-6fccc14d6bb5",File,SharePoint,,,,"https://conoscouk-my.sharepoint.com/personal/sian_holtzhuizen_conosco_com/","https://conoscouk-my.sharepoint.com/personal/sian_holtzhuizen_conosco_com/",Documents,Documents,"Billing per SDA 2.0.xlsx","Billing per SDA 2.0.xlsx",xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,"10/12/2024, 17:53:46.355",,,,,,,OfficeActivityManager,"2cc5b126-6ed7-48f6-8dc0-fa3b246cadef","2cc5b126-6ed7-48f6-8dc0-fa3b246cadef",,,"10/12/2024, 17:53:46.355","$RestApiTenantId$","$RestApiTenantId$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,OfficeActivity,
"0d5eeaad-cb89-457a-ae38-d182066dd724",,,,MSOCS,SharePointFileOperation,"10/12/2024, 17:43:44.000",FileAccessed,"4ccdd9df-c201-4d7b-b4b5-419eb462fdd5","4ccdd9df-c201-4d7b-b4b5-419eb462fdd5",Regular,"i:0h.f|membership|100320027f67a901@live.com",OneDrive,,,"https://conoscouk-my.sharepoint.com/personal/sian_holtzhuizen_conosco_com/Documents/Billing per SDA 2.0.xlsx","tracy.lubbe@conosco.com","tracy.lubbe@conosco.com","20.0.97.149","20.0.97.149",,"547b4751-c6f5-493e-b603-6fccc14d6bb5",File,SharePoint,,,,"https://conoscouk-my.sharepoint.com/personal/sian_holtzhuizen_conosco_com/","https://conoscouk-my.sharepoint.com/personal/sian_holtzhuizen_conosco_com/",Documents,Documents,"Billing per SDA 2.0.xlsx","Billing per SDA 2.0.xlsx",xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,"10/12/2024, 17:53:46.355",,,,,,,OfficeActivityManager,"cb3fe94f-c62e-4110-9f6c-08dd19423186","cb3fe94f-c62e-4110-9f6c-08dd19423186",,,"10/12/2024, 17:53:46.355","$RestApiTenantId$","$RestApiTenantId$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,OfficeActivity,
"0d5eeaad-cb89-457a-ae38-d182066dd724",,,,"ODMTADocCache/1.563",SharePointFileOperation,"10/12/2024, 17:45:02.000",FileAccessed,"4ccdd9df-c201-4d7b-b4b5-419eb462fdd5","4ccdd9df-c201-4d7b-b4b5-419eb462fdd5",Regular,"i:0h.f|membership|100320033eafe683@live.com",SharePoint,,,"https://conoscouk.sharepoint.com/Marketing/Marketing 2024/Conosco content guide.pptx","denise.marais@conosco.com","denise.marais@conosco.com","152.110.7.160","152.110.7.160",,"9f4783b7-e0ac-4949-899d-6d7d38514e31",File,SharePoint,,,,"https://conoscouk.sharepoint.com/","https://conoscouk.sharepoint.com/","Marketing/Marketing 2024","Marketing/Marketing 2024","Conosco content guide.pptx","Conosco content guide.pptx",pptx,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,"10/12/2024, 17:53:46.355",,,,,,,OfficeActivityManager,"98d0f965-cd48-47aa-577a-08dd19426008","98d0f965-cd48-47aa-577a-08dd19426008",,,"10/12/2024, 17:53:46.355","$RestApiTenantId$","$RestApiTenantId$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145fc680-eb72-4bcf-b4d5-8277021a1ce8",,,,true,,,,,OfficeActivity,
"0d5eeaad-cb89-457a-ae38-d182066dd724",,,,"ISV|Acronis|SPOClient/8.0.0.0",SharePointFileOperation,"10/12/2024, 17:44:30.000",FileAccessed,"4ccdd9df-c201-4d7b-b4b5-419eb462fdd5","4ccdd9df-c201-4d7b-b4b5-419eb462fdd5",Regular,"i:0i.t|00000003-0000-0ff1-ce00-000000000000|app@sharepoint",SharePoint,,,"https://conoscouk.sharepoint.com/sites/DenTestChannel/SiteAssets/__siteIcon__.png","app@sharepoint","app@sharepoint","2a07:7940:14:11::24","2a07:7940:14:11::24",,"bdac0f3f-e8cc-4849-97ec-966e742f2969",File,SharePoint,,,,"https://conoscouk.sharepoint.com/sites/DenTestChannel/","https://conoscouk.sharepoint.com/sites/DenTestChannel/",SiteAssets,SiteAssets,"__siteIcon__.png","__siteIcon__.png",png,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,"10/12/2024, 17:53:46.355",,,,,,,OfficeActivityManager,"3c7c0a35-65a5-4f19-0c6b-08dd19424cfd","3c7c0a35-65a5-4f19-0c6b-08dd19424cfd",,,"10/12/2024, 17:53:46.355","$RestApiTenantId$","$RestApiTenantId$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72b4f741-1ed0-459c-a00a-28ec1deeaf2f",,,,false,,,,,OfficeActivity,
"0d5eeaad-cb89-457a-ae38-d182066dd724",,,,"ODMTADocCache/1.563",SharePointFileOperation,"10/12/2024, 17:45:04.000",FileAccessed,"4ccdd9df-c201-4d7b-b4b5-419eb462fdd5","4ccdd9df-c201-4d7b-b4b5-419eb462fdd5",Regular,"i:0h.f|membership|100320033eafe683@live.com",OneDrive,,,"https://conoscouk-my.sharepoint.com/personal/john_airey_conosco_com/Documents/Account Allocation - July 24.xlsx","denise.marais@conosco.com","denise.marais@conosco.com","152.110.7.160","152.110.7.160",,"de05f8c1-1cb0-45a2-a921-09ce7f0c1feb",File,SharePoint,,,,"https://conoscouk-my.sharepoint.com/personal/john_airey_conosco_com/","https://conoscouk-my.sharepoint.com/personal/john_airey_conosco_com/",Documents,Documents,"Account Allocation - July 24.xlsx","Account Allocation - July 24.xlsx",xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,"10/12/2024, 17:53:46.355",,,,,,,OfficeActivityManager,"71d350b1-1c29-47e9-1248-08dd1942612b","71d350b1-1c29-47e9-1248-08dd1942612b",,,"10/12/2024, 17:53:46.355","$RestApiTenantId$","$RestApiTenantId$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145fc680-eb72-4bcf-b4d5-8277021a1ce8",,,,true,,,,,OfficeActivity,
"0d5eeaad-cb89-457a-ae38-d182066dd724",,,,MSWAC,SharePointFileOperation,"10/12/2024, 17:45:00.000",FileAccessed,"4ccdd9df-c201-4d7b-b4b5-419eb462fdd5","4ccdd9df-c201-4d7b-b4b5-419eb462fdd5",Regular,"i:0i.t|00000003-0000-0ff1-ce00-000000000000|app@sharepoint",OneDrive,,,"https://conoscouk-my.sharepoint.com/personal/steven_hayton_conosco_com/Documents/All severity 5 Dec 24.xlsx","app@sharepoint","app@sharepoint","52.108.24.5","52.108.24.5",,"091187dd-a3c7-4ad4-9ebe-11006cdc0e81",File,SharePoint,,,,"https://conoscouk-my.sharepoint.com/personal/steven_hayton_conosco_com/","https://conoscouk-my.sharepoint.com/personal/steven_hayton_conosco_com/",Documents,Documents,"All severity 5 Dec 24.xlsx","All severity 5 Dec 24.xlsx",xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,"10/12/2024, 17:53:46.355",,,,,,,OfficeActivityManager,"dd23569b-7819-4358-53bd-08dd19425ef5","dd23569b-7819-4358-53bd-08dd19425ef5",,,"10/12/2024, 17:53:46.355","$RestApiTenantId$","$RestApiTenantId$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"944f0bd1-117b-4b1c-af26-804ed95e767e",,,,false,,,,,OfficeActivity,
